title,author,pubdate,play_volume,barrage,classification,likes,coins,collect,share,url
“异地恋第七年，他把我给删了，说：我要重新追你…”,北京青年x凉子访谈录,2021-05-20 19:49:47,51.8,2341弹幕,短片&生活&日常&520心动告白季&爱情&情感&萌妹子&恋爱&校园&女神&打卡挑战&来点阳光，生活不丧,3.2万,1.8万,1.1万,8854,https://b23.tv/BV1x64y1d7Lo
张口就是满分作文,无意作渣男,2021-05-17 00:30:56,195.4,656弹幕,足球&体育&生活&运动&全程高能&高能&段子&作文,11.3万,1.1万,4.2万,5883,https://b23.tv/BV1K54y1L72H
挑战日本switch娃娃机究竟要花多少钱才能抓下来？！胖小伙鏖战6小时最后竟然....,飞社长,2021-05-20 16:00:10,51.6,4905弹幕,搞笑&生活&沙雕日常&搞笑视频&娱乐&生活记录&娃娃机&SWITCH&抓娃娃&挑战&夹娃娃,4.9万,2.4万,3361,632,https://b23.tv/BV1Cf4y1Y7gq
【朱一旦】246 我赌这次你们离不了！,朱一旦的枯燥生活,2021-05-20 18:03:48,45.2,1628弹幕,生活&搞笑&520发现爱&我爱你&表白&告白&爱情&自制&原创&朱一旦&情人节&感情,4.8万,1.7万,4021,2045,https://b23.tv/BV1oU4y1574d
街头整蛊挑战：出现在停车场的大号钢铁死侍手办,野生大肥扬,2021-05-17 16:32:11,195.7,850弹幕,漫威&超级英雄&搞笑&生活&搞笑表演&cosplay&死侍&恶作剧&沙雕,8.0万,1.3万,8875,1965,https://b23.tv/BV14f4y1Y7Sg
世 纪 土 味 婚 礼,胖家军-陈胖胖,2021-05-19 18:53:20,59.2,8837弹幕,搞笑&生活&搞笑表演&原创&搞笑视频&陈胖胖&胖家军&套路璐&土味视频&殷世航&打卡挑战,4.3万,9511,2099,1276,https://b23.tv/BV1vA411g7UD
如果不是蔡萝莉露脸翻车，你都不知道中国“换头术”有多夸张！,没有奶茶的芋圆,2021-05-18 17:40:59,213.0,4249弹幕,乔碧萝&生活&日常&网红翻车&蔡萝莉,2.6万,503,3013,990,https://b23.tv/BV1f64y1r7Xx
男生为买520礼物偷偷送外卖，不料女友也在打工，2人偶遇时甜炸了,快看视频资讯,2021-05-20 18:59:47,58.4,953弹幕,礼物&情侣&生活&日常&爱情&外卖&女朋友&男友,3.7万,4487,4158,3716,https://b23.tv/BV1Wf4y1Y7Pe
gakki！gakki！没有你我怎么活呀gakki！！！,嘟督不噶油,2021-05-19 19:49:26,59.9,890弹幕,新垣结衣&配音&搞笑&生活&沙雕剧场&沙雕之主&GAKKI&结婚&逗比&咆哮&老婆&嘟督不噶油,3.5万,6255,3553,1.1万,https://b23.tv/BV1qb4y1o736
这不比拉拉队好看？（不是）,清蒸鲤鱼不如你,2021-05-15 23:08:43,304.6,5252弹幕,生活&日常&跪了&高能&校园&记录,24.0万,3.3万,7.7万,4.0万,https://b23.tv/BV14K4y1A7yq
饮茶先啦！,粤知一二,2021-05-19 22:38:21,68.1,538弹幕,脱口秀&粤语&搞笑&生活&搞笑表演&逗比&栋笃笑&郭嘉峰&饮茶&沙雕&粤知一二,3.9万,2243,2431,5366,https://b23.tv/BV1H54y1L7Sy
耐人寻味,那就叫王师傅吧,2021-05-19 17:36:43,55.1,1163弹幕,生活&搞笑&会说你就多说点儿&VLOG&自制&励志&生活记录&记录,4.7万,5695,1609,1903,https://b23.tv/BV1L64y1y7Z4
破产欠债1000多万，我还有资格活下去吗？,想不到名字的大J,2021-05-20 17:30:09,46.2,1348弹幕,生活&日常&正能量&励志&成功&人生&梦想&台湾&奋斗&抑郁&努力&负债,2.5万,1.2万,7279,741,https://b23.tv/BV1j64y1y71r
鉴定师：你是不是搞我？？？,天天鉴宝,2021-05-18 18:00:06,197.3,5308弹幕,搞笑&生活&沙雕名场面&沙雕之主&全程高能&搞笑视频&天天鉴宝,6.9万,3074,4260,7258,https://b23.tv/BV1n44y1r7sp
我是张忠兴 今天520,張忠興,2021-05-20 23:30:55,45.8,4807弹幕,情侣&搞笑&生活&单身狗&沙雕&打卡挑战,4.6万,1.1万,2285,1325,https://b23.tv/BV1Rq4y177bX
我认输了，而且输的很彻底！,手艺贾,2021-05-19 12:09:44,75.0,2265弹幕,搞笑&生活&搞笑吐槽&奇葩&全程高能&奇趣&搞笑视频&打卡挑战,5.5万,1.2万,2324,307,https://b23.tv/BV1Fv411L7Bh
不要再造谣了，谢谢！,老坛胡说,2021-05-21 17:25:20,41.5,3121弹幕,生活&日常&VLOG&吐槽&老坛&老坛胡说,5.4万,4599,2098,247,https://b23.tv/BV1kb4y1f7N3
【反秀恩爱】网络情侣vs现实情侣,潘七九儿,2021-05-20 19:30:11,44.0,1695弹幕,情侣&搞笑&生活&520发现爱&情感&恋爱&秀恩爱&搞笑视频&爱情&奇葩&逗比&沙雕,3.8万,1.5万,2843,1770,https://b23.tv/BV1QK4y197HQ
外卖小哥给小姐姐送花！小姐姐：我单身啊！,皮皮皮皮皮皮皮卡乒,2021-05-20 17:26:08,71.2,1536弹幕,vlog&搞笑&生活&日常&520告白新花样&高能&生活记录&情感&小姐姐&外卖小哥&美团外卖&VLOG日常,3.3万,2177,959,345,https://b23.tv/BV1j64y1y7gY
【张继科】跟公园大爷切磋，争取打进小区赛前三!,HongKongFilm,2021-05-18 20:13:02,141.8,1039弹幕,张继科&马龙&乒乓球&体育&生活&日常&大爷&经典&乒乓&VLOG,2.9万,393,1985,1382,https://b23.tv/BV16h411v7j1
今天我29岁啦！,都靓Amber,2021-05-19 19:51:49,31.8,2561弹幕,生活&日常&生活记录&VLOG&生日,4.1万,1.1万,3343,423,https://b23.tv/BV13U4y1b7d8
情侣死亡问题大挑战！没想到他居然是这样的人！！！,宝剑嫂,2021-05-20 12:19:14,36.7,4518弹幕,情侣&搞笑&生活&520心动告白季&娱乐&情感&高能&有趣&吐槽&沙雕,4.7万,1.0万,2925,1020,https://b23.tv/BV1Eh411v7mm
以前的男同学🆚现在的男同学,大瑶同学remix,2021-05-19 14:58:44,69.2,428弹幕,搞笑&生活&搞笑表演&搞笑视频,3.3万,1137,1772,945,https://b23.tv/BV1QB4y1F7pk
班主任...已经...无所谓了...《最 骚 营 销 号 14》,NBzhuoc大,2021-05-20 14:39:52,40.9,7148弹幕,科普&搞笑&生活&搞笑吐槽&校园&全程高能&美女&吐槽&沙雕营销号&营销号&沙雕,4.0万,6936,3145,197,https://b23.tv/BV1DA411G7Cu
小伙花1万开珍珠，为爱人送上520的礼物,网不红萌叔Joey,2021-05-19 18:30:20,27.5,1.8万弹幕,礼物&生活&日常&出去浪vlog&520&珍珠&开蚌,3.7万,1.8万,4425,693,https://b23.tv/BV1Pv411L7M7
大脑骗我说这只是一个屁...,黄一刀有毒,2021-05-21 16:24:21,41.7,1335弹幕,搞笑&生活&搞笑吐槽&奇葩&幽默&动漫&全程高能&吐槽&社死&沙雕,3.8万,2587,3047,1129,https://b23.tv/BV1vB4y1F7h7
中科院博士中二图鉴,哔哩哔哩创作中心&JesseNewman,2021-05-22 10:15:14,51.9,350弹幕,生活&日常&中科院,2.5万,2497,4827,769,https://b23.tv/BV1DQ4y1o7zR
老北京的爷三点几饮茶（京粤腔混合）,马克西姆MaximYuan,2021-05-20 17:31:52,39.5,253弹幕,粤语&生活&搞笑&最强配音王-配音大赏&老百京&北京的爷就是爷&饮茶先啦&北京话,2.4万,7859,5495,1.2万,https://b23.tv/BV16y4y1W7Kg
曹县总统遇刺,un4gettable,2021-05-19 12:44:23,84.2,170弹幕,搞笑&生活&搞笑视频&总统&曹县领导人&曹县&抽象,1.2万,298,2460,7041,https://b23.tv/BV1G64y1y7P5
史上最骚解说：在CCTV5看射雕英雄传会是什么体验？！【一】,Super也好君,2021-05-20 12:00:14,35.5,3356弹幕,搞笑&生活&最强配音王-配音剧场&搞笑视频&当专业解说开始犯病&体育解说&电竞解说&Super也好君,3.4万,1.2万,2648,1080,https://b23.tv/BV1C64y1d7ic
请欣赏妈沫新学的舞蹈！,河马君,2021-05-21 21:38:59,56.6,334弹幕,搞笑&生活&日常&沙雕日常&舞蹈&自制&生活记录&跳舞,2.6万,614,1489,623,https://b23.tv/BV1CB4y1F7wt
现在的00后已经开始相亲了？？叔叔阿姨还说很喜欢我？,拉宏桑,2021-05-21 18:40:11,33.2,3293弹幕,搞笑&生活&日常&520心动告白季&情感&相亲&00后,4.3万,6117,1907,1012,https://b23.tv/BV1iQ4y1R7GT
我再也不要做你们的秒懂女孩了！,落九川,2021-05-20 22:58:10,48.2,663弹幕,漫展&4K&COSPLAY&vlog&生活&日常&520&情感&落九川&女装大佬&九川,2.7万,4527,2050,614,https://b23.tv/BV16y4y1W7Zs
别 人 家 的 孩 子 ！,惊天碉堡团,2021-05-21 17:00:12,29.0,753弹幕,搞笑&生活&搞笑表演&原创&搞笑视频&逗比&娱乐&自制,3.2万,1.7万,3959,2903,https://b23.tv/BV18K4y197cK
当代精神小伙,战辉,2021-05-19 18:00:11,37.5,93弹幕,搞笑&生活&搞笑表演&魔性&高能&搞笑视频&逗比&全程高能&吐槽&沙雕&沙雕视频,4.2万,582,2122,356,https://b23.tv/BV1C5411u7ev
李亚鹏亏损35亿的雪山小镇，丽江鬼城小区，房价6500元，86万买独栋小别墅,峰哥亡命天涯,2021-05-21 14:44:22,57.5,5316弹幕,民宿&豪宅&生活&日常&别墅&买房&房地产&丽江,1.8万,3606,1848,1212,https://b23.tv/BV1yV411j7LF
【前方高能】战斗民族笨贼，史上最硬(gao)核(xiao)抢银行！,文西与阿漆,2021-05-20 17:08:01,29.1,614弹幕,俄罗斯&搞笑&生活&最强配音王-配音大赏&四川方言&战斗民族&搞笑视频&高能&奇葩&沙雕&银行,3.5万,1.2万,3345,601,https://b23.tv/BV1gN411Z77Z
海边泳装自驾游！？,视角姬,2021-05-22 12:30:06,29.1,2233弹幕,旅游&搞笑&生活&日常&VLOG&小姐姐&生活记录&萌妹子&海&泳装&小明故事汇召集令,3.7万,8099,5655,1278,https://b23.tv/BV1A84y1F77A
奥地利大外甥在中餐的富养下，半年多就胖成这样了…,中奥异国恋米拉家,2021-05-19 21:04:10,60.2,65弹幕,美食&vlog&生活&日常&奥地利&VLOG日常,2.0万,116,1044,122,https://b23.tv/BV1x44y1r7KN
偷偷用手铐铐住女友一天！她人傻了！,盖里老哥,2021-05-21 18:08:36,35.6,2158弹幕,情侣&搞笑&生活&整蛊&女友&恶作剧&沙雕,3.2万,9191,2133,1841,https://b23.tv/BV1K84y1F7Vc
宝～有你的520真是充满了欢声笑语～,臭宝张开开,2021-05-20 17:39:51,48.9,266弹幕,美妆&搞笑&生活&搞笑挑战&原创&高能&打卡挑战,2.4万,2102,1457,5608,https://b23.tv/BV1ob4y1f765
永丰(钦州)烟火制造企业有限公司2021高空礼花弹打样,砥砺前行的伽罗,2021-05-17 00:35:59,74.6,1.0万弹幕,生活&日常&鞭炮&节日&广西&烟花&打上花火&烟火,4.3万,1.9万,2.5万,1.4万,https://b23.tv/BV1eK4y1A7DB
我只是想要简单的快乐而已,表妹李KK,2021-05-19 12:56:43,43.4,3125弹幕,搞笑&生活&快乐&奇趣&幽默&逗比&沙雕,2.9万,1.1万,1591,575,https://b23.tv/BV1BK4y197kt
啊，啊可不是吗。,橘癫疯Oswald,2021-05-20 10:00:00,27.1,697弹幕,配音&搞笑&生活&最强配音王-配音大赏&娱乐&搞笑视频&原创&动画&沙雕&沙雕视频&橘癫疯Oswald,4.0万,2707,3541,1074,https://b23.tv/BV1Yh411v7a2
我的男友是厕所捡的……,一马平川的妥妥,2021-05-20 16:00:10,31.8,2336弹幕,情侣&搞笑&生活&日常&520发现爱&搞笑视频&高甜&沙雕&官宣&尬剧&一马平川的妥妥,2.5万,8501,3017,585,https://b23.tv/BV1zf4y1Y7xs
绝对要收藏的 如何坐飞机选座位坐在空姐对面。一定要盯着她不好意思了,真法师,2021-05-17 22:57:04,40.5,287弹幕,航空&飞机&必剪创作&生活&日常&小姐姐&女神&空乘&空姐,1.8万,2593,1.5万,3363,https://b23.tv/BV16h411v7vX
一句话提升招待格局！,圆脸颖入职记,2021-05-19 11:52:11,60.3,342弹幕,生活&搞笑&搞笑表演&奇葩&原创&段子&打卡挑战,3.2万,1426,900,458,https://b23.tv/BV1Ko4y117sN
谈恋爱有好处吗？,林华凌的日常,2021-05-19 21:12:19,42.3,271弹幕,生活&搞笑&沙雕日常,2.4万,1884,2809,2793,https://b23.tv/BV18Q4y1R7tU
男子在日本租了个女朋友，结果...,孤独的美食基,2021-05-22 12:00:14,26.4,4163弹幕,租借女友&日本&生活&日常&520心动告白季&情感&恋爱&VLOG&萌妹子,3.2万,1.8万,2707,2648,https://b23.tv/BV145411u7hK
我愿称之为社会主义性死亡,江风有耳,2021-05-03 11:02:03,885.0,8828弹幕,搞笑&生活&沙雕日常&奇葩&原创&自制&段子&沙雕,70.2万,16.2万,10.6万,6.1万,https://b23.tv/BV17q4y1J7Td
一条小团团520直播翻车现场,my老头,2021-05-22 01:16:11,67.8,1842弹幕,一条小团团&生活&日常&520&可爱&直播&团团&露脸&翻车&车祸现场&一条小团团OVO&小团团,4474,228,1735,2316,https://b23.tv/BV1HQ4y1R75v
朋友们我21岁啦～,达芬鱼OAO,2021-05-20 17:56:13,41.0,2384弹幕,生活&日常&vlog挑战季&生活记录&VLOG&Q&A&生日,2.2万,3981,1310,425,https://b23.tv/BV14K4y1G7qv
人类迷惑行为 009,米开朗机罗,2021-05-19 16:00:45,39.3,473弹幕,搞笑&生活&最强配音王-配音大赏&逗比&魔性&奇葩&全程高能&搞笑视频&挑战&沙雕&MEMES,2.1万,674,3765,1030,https://b23.tv/BV1gV411j7sR
当我教爷爷说英文,冲浪达人阿怡,2021-05-20 19:14:18,38.0,270弹幕,搞笑&生活&沙雕日常&逗比&爷爷&搞笑视频&沙雕,3.1万,909,711,201,https://b23.tv/BV12v41157fA
卧槽 这大葱,文武俩兄弟,2021-05-19 21:22:12,45.7,255弹幕,搞笑&生活&全能沙雕&沙雕之主&卧槽&文喝武喝&喝酒,2.0万,1432,1438,661,https://b23.tv/BV1j54y1V7RZ
漠叔带小姐姐下海拍片，文昌航天发射场的海底这么漂亮,大漠叔叔,2021-05-21 10:01:17,26.2,2018弹幕,赶海&生活&日常&vlog挑战季&漠叔&天和核心舱&天舟二号&海南&文昌发射,3.7万,6127,1525,293,https://b23.tv/BV1JU4y1b7wt
【潘嘎之交】《以叔之名》完整版,李昂星,2021-05-18 18:40:27,42.3,615弹幕,周杰伦&翻唱&搞笑&生活&全能沙雕&沙雕之主&潘嘎之交&嘎子&潘长江&谢孟伟&明星日常,1.5万,9941,3709,1581,https://b23.tv/BV1Z64y1C7xp
姜还是老的辣,你的鬼哥呀,2021-05-19 14:13:43,65.3,145弹幕,容嬷嬷&搞笑&生活&搞笑视频&鬼哥,8469,439,266,76,https://b23.tv/BV1Qh411v7oD
这个梗都传到国外了卧槽,沙雕研究协会会长,2021-05-19 18:19:54,50.3,94弹幕,搞笑&生活&奇葩&逗比&高能&吐槽&沙雕,1.2万,123,1357,2332,https://b23.tv/BV1Vo4y117j9
如 何 制 作 火 箭 炮 ？,TheS手工,2021-05-18 12:00:16,54.4,816弹幕,武器&手工&DIY&生活&手工绘画达人秀2.0&手工制作&制作&视频教程&创意&枪械&军事,2.3万,3433,8781,1810,https://b23.tv/BV1iB4y1F7xP
【弹幕告白】这是世界上最好玩的解谜盒！不接受反驳！,GM的秘密基地,2021-05-18 20:00:09,57.3,3892弹幕,礼物&生活&日常&520告白新花样&创意&解谜&告白&VLOG&益智&情人节,7.9万,2.2万,8317,658,https://b23.tv/BV1sq4y1E7jT
重磅经典群殴！200俄罗斯球迷打赢2000英格兰球迷！街斗群殴名场面！,强森道影,2021-05-19 17:45:06,46.1,956弹幕,拳击&俄罗斯&生活&日常&会说你就多说点儿&打架&高能&战斗民族&群殴&冲突&球迷&打卡挑战,1.3万,365,1623,508,https://b23.tv/BV1wK4y1R7fQ
艾说丨全网首次公开我的办公室，豪宅视频是怎么炼成的？,小艾大叔,2021-05-18 18:00:06,73.9,3142弹幕,豪宅&毕业季&4K&职场&人文&vlog&生活&日常&创业&军备竞赛&互联网&商业,7.8万,5.0万,9746,900,https://b23.tv/BV1iV411j71h
高甜警告 | 婚姻是孤独的解药 | 婚后两年四口之家的生活心得,可妈可吗,2021-05-20 17:23:31,19.0,1957弹幕,情侣&生活&日常&520心动告白季&情感&家庭&爱情&VLOG&夫妻&婚姻,2.1万,1.5万,4268,2948,https://b23.tv/BV1B54y1L7jf
一整天只说土味情话逼疯男友,薯条超好吃哒,2021-05-21 16:00:07,30.8,1340弹幕,情侣&生活&日常&520心动告白季&男朋友&生活记录&恋爱&VLOG&情感&情人节&情侣日常&土味情话,2.5万,4462,1567,546,https://b23.tv/BV1pN411Z7n6
想去海边捡海玻璃,任性的KIMKILLS,2021-05-19 18:22:20,24.3,581弹幕,生活&日常&环保&石头&废弃玻璃&大海&变废为宝&玻璃&首饰,1.9万,401,7122,1588,https://b23.tv/BV1z64y1d7h4
记者暗访网贷群，哪料刚进群就看到，上百名女生的“网贷视频”！,微胖委员会,2021-05-20 17:07:41,52.6,564弹幕,生活&日常&女生&律师&网贷&贷款,4634,54,916,1056,https://b23.tv/BV18A411g7gV
弱 智 版 最 强 大 脑,在下哲别,2021-05-19 17:00:46,23.3,1359弹幕,vlog&搞笑&生活&搞笑挑战&逗比&搞笑视频&高能&挑战&沙雕&在下哲别,3.2万,5053,1911,176,https://b23.tv/BV1g44y1r73q
满叔的院子终于有了女主人……,满叔的院子,2021-05-19 20:47:26,32.9,1815弹幕,ROOMTOUR&vlog&生活&日常&我的理想家&治愈&生活记录&田园生活&VLOG日常,1.7万,3338,2248,581,https://b23.tv/BV1xV411j78Y
不要“叫”挑战！,小潮院长,2021-05-16 17:41:29,322.7,1.3万弹幕,搞笑&生活&搞笑挑战&RUNNING MAN&搞笑视频&高能&小潮&逗比&东方树叶十周年&沙雕&挑战,29.8万,7.8万,3.3万,8565,https://b23.tv/BV1xK4y1A7sy
是嫌自己头发多了 就这点三千烦恼丝 一个月折腾八回,张金条,2021-05-17 20:33:34,86.6,497弹幕,发型&生活&搞笑&搞笑吐槽,3.6万,3714,5352,5863,https://b23.tv/BV18Q4y1R7pQ
当消防哥哥看恐怖片遇上出警,古咕古菌,2021-05-17 19:56:21,61.6,138弹幕,生活&日常&消防员&高能&出警&蓝朋友,3.2万,223,3752,1002,https://b23.tv/BV1Mv411L7or
私家侦探：小三的克星,不普通人类实录,2021-05-20 18:41:04,22.3,8301弹幕,生活&日常&520心动告白季&小三&情感&恋爱&爱情&结婚&出轨&婚姻,2.8万,4353,2400,1671,https://b23.tv/BV1aq4y1E7it
现在的男生怎么这样？,是个维维啊,2021-05-17 18:28:19,62.4,161弹幕,搞笑&生活&搞笑表演&全程高能&高能&女生&幽默&沙雕,4.2万,438,1896,645,https://b23.tv/BV1N64y1y7yw
这个相亲小姐姐让我不知所措.......,神奇郝,2021-05-19 10:56:51,46.4,361弹幕,搞笑&生活&奇葩&逗比&娱乐&搞笑视频&挑战,6045,238,1926,452,https://b23.tv/BV1Yq4y1E7KP
这是一个求助视频，这是我最后的希望了，请帮帮我,迈克尔再热也要穿长袖,2021-05-21 18:38:02,18.1,612弹幕,必剪创作&生活&日常&全民娱乐家·娱乐小能手&正能量&生活记录&求助&感动&抑郁&记录&打卡挑战&来点阳光，生活不丧,2.0万,1.6万,2729,205,https://b23.tv/BV1o64y1C7VQ
使用某浏览器查东西时,旺仔有内涵,2021-05-20 18:02:42,29.3,62弹幕,搞笑&生活&搞笑表演&搞笑视频,2.6万,164,1020,39,https://b23.tv/BV1G54y1V7Ub
姐姐真会拍,龙龙不是美女,2021-05-19 16:07:14,31.2,73弹幕,生活&日常&小姐姐&萌妹子&女神,9560,446,4273,440,https://b23.tv/BV1yK4y197Mf
